sexo,ano_nascimento,raca,estado_origem,cidade_origem,renda,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia,grau_academico,area_conhecimento,descricao
F,1994,Branco,Ceará,HORIZONTE,1810,True,False,True,BACHARELADO,Engenharias,INDEFERIDO
M,1996,Branco,Rio Grande do Norte,PARELHAS,2259,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1995,Pardo,Rio Grande do Norte,NATAL,1289,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1995,Pardo,Rio Grande do Norte,NATAL,1289,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Não Informado,NÃO INFORMADO,1196,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1985,Negro,Rio Grande do Norte,NATAL,1200,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1985,Negro,Rio Grande do Norte,NATAL,1200,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1995,Negro,Rio Grande do Norte,MOSSORÓ,800,True,False,True,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1995,Negro,Rio Grande do Norte,MOSSORÓ,800,True,False,True,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,1998,Branco,Rio Grande do Norte,AREIA BRANCA,1049,True,False,True,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1998,Branco,Rio Grande do Norte,AREIA BRANCA,1049,True,False,True,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
M,1983,Branco,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1994,Branco,Rio Grande do Norte,CANGUARETAMA,2747,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1994,Branco,Rio Grande do Norte,CANGUARETAMA,2747,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1996,Pardo,Rio Grande do Norte,PARNAMIRIM,2686,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,FALHOU
F,1986,Branco,Rio Grande do Norte,CORONEL EZEQUIEL,1988,False,True,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1986,Branco,Rio Grande do Norte,CORONEL EZEQUIEL,1988,True,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1995,Pardo,Rio Grande do Norte,MACAÍBA,1200,False,True,False,BACHARELADO,"Linguística, Letras e Artes",FALHOU
M,1995,Pardo,Rio Grande do Norte,MACAÍBA,1200,True,False,False,BACHARELADO,"Linguística, Letras e Artes",FALHOU
M,1996,Negro,Rio Grande do Norte,NATAL,1045,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1994,Pardo,Rio Grande do Norte,NATAL,1290,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,1994,Pardo,Rio Grande do Norte,NATAL,1290,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
F,1977,Branco,Rio Grande do Norte,NATAL,400,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
M,1985,Pardo,Rio Grande do Norte,CAICÓ,1000,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
M,1997,Pardo,Rio Grande do Norte,NATAL,800,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1997,Pardo,Rio Grande do Norte,NATAL,800,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1997,Branco,Rio Grande do Norte,NATAL,500,True,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
F,1989,Negro,Goiás,PLANALTINA,500,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
F,1994,Pardo,Rio Grande do Norte,PAU DOS FERROS,400,True,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1994,Negro,Rio Grande do Norte,NÃO INFORMADO,1045,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1994,Pardo,Rio Grande do Norte,BARCELONA,1523,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1994,Pardo,Rio Grande do Norte,CAICÓ,954,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,1100,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1995,Branco,Rio Grande do Norte,CAICÓ,1507,False,True,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1995,Branco,Rio Grande do Norte,CAICÓ,1507,True,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1995,Branco,Rio Grande do Norte,CAICÓ,1507,True,False,True,LICENCIATURA,Ciências Humanas,APROVADO
F,1995,Branco,Rio Grande do Norte,ACARI,1500,False,False,False,BACHARELADO,"Linguística, Letras e Artes",INDEFERIDO
F,1995,Branco,Rio Grande do Norte,ACARI,1500,False,False,False,BACHARELADO,"Linguística, Letras e Artes",FALHOU
F,1995,Branco,Rio Grande do Norte,ACARI,1500,False,False,False,BACHARELADO,"Linguística, Letras e Artes",APROVADO
F,1994,Branco,São Paulo,SÃO PAULO,998,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1994,Branco,São Paulo,SÃO PAULO,998,False,False,False,LICENCIATURA,Ciências Biológicas,INDEFERIDO
F,1994,Branco,São Paulo,SÃO PAULO,998,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
M,1993,Pardo,Rio Grande do Norte,NATAL,2440,True,False,True,LICENCIATURA,Ciências Biológicas,INDEFERIDO
M,1994,Pardo,Alagoas,PALMEIRA DOS ÍNDIOS,800,True,False,True,BACHARELADO,Ciências Biológicas,APROVADO
M,1995,Pardo,Rio Grande do Norte,NATAL,0,False,True,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1995,Pardo,Rio Grande do Norte,NATAL,0,True,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,23000,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,1996,Pardo,Rio Grande do Norte,NATAL,23000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1996,Pardo,Rio Grande do Norte,JOÃO PESSOA,900,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1995,Pardo,Rio Grande do Norte,ASSU,4778,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
F,1996,Branco,Rio Grande do Norte,MONTE ALEGRE,2084,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1989,Branco,Rio Grande do Norte,NATAL,5943,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,1997,Branco,Rio Grande do Norte,CAICÓ,1710,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1997,Não Informado,Bahia,SALVADOR,2000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1986,Negro,Amazonas,NÃO INFORMADO,600,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,CURRAIS NOVOS,800,False,True,False,LICENCIATURA,Ciências Humanas,FALHOU
M,1996,Pardo,Rio Grande do Norte,CURRAIS NOVOS,800,False,True,False,LICENCIATURA,Ciências Humanas,APROVADO
M,1994,Pardo,Rio Grande do Norte,FORTALEZA,2195,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1994,Pardo,Rio Grande do Norte,FORTALEZA,2195,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1990,Pardo,Rio Grande do Norte,NATAL,800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1990,Pardo,Rio Grande do Norte,NATAL,800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Branco,Goiás,GOIÂNIA,1050,False,False,False,BACHARELADO,"Linguística, Letras e Artes",INDEFERIDO
M,1995,Não Informado,Rio Grande do Norte,ENCANTO,1039,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1995,Não Informado,Rio Grande do Norte,ENCANTO,1039,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1995,Não Informado,Rio Grande do Norte,ENCANTO,1039,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1995,Não Informado,Rio Grande do Norte,ENCANTO,1039,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,1996,Branco,Goiás,GOIÂNIA,900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1997,Negro,Rio Grande do Norte,NATAL,900,True,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1996,Não Informado,Não Informado,NÃO INFORMADO,2366,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Não Informado,Não Informado,NÃO INFORMADO,2366,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1993,Pardo,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,1045,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1993,Pardo,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,1045,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1995,Não Informado,Rio Grande do Norte,NATAL,5000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1997,Pardo,Rio Grande do Norte,NATAL,8000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1991,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Branco,São Paulo,SÃO PAULO,1300,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Branco,São Paulo,SÃO PAULO,1300,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1995,Pardo,Rio Grande do Norte,CURRAIS NOVOS,1039,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Branco,Rio Grande do Norte,NATAL,1489,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Branco,Rio Grande do Norte,NATAL,1489,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,EXTREMOZ,2400,False,True,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,EXTREMOZ,2400,False,True,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1997,Pardo,Rio Grande do Norte,EXTREMOZ,2400,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,EXTREMOZ,2400,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1997,Pardo,Rio Grande do Norte,EXTREMOZ,2400,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,EXTREMOZ,2400,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1997,Pardo,Rio Grande do Norte,NATAL,1445,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,1445,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,1996,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1996,Pardo,Rio Grande do Norte,NATAL,1996,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,1996,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,1739,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1993,Branco,Rio Grande do Norte,NATAL,2500,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,NOVA CRUZ,1650,True,False,True,BACHARELADO,Engenharias,APROVADO
F,1997,Pardo,Rio Grande do Norte,NOVA CRUZ,1650,True,False,True,BACHARELADO,Engenharias,INDEFERIDO
M,1996,Branco,Rio Grande do Norte,JUCURUTU,1900,False,True,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Branco,Rio Grande do Norte,JUCURUTU,1900,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Branco,Rio Grande do Norte,JUCURUTU,1900,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1996,Branco,Rio Grande do Norte,SÃO VICENTE,3403,True,False,True,BACHARELADO,Engenharias,APROVADO
F,1994,Pardo,Rio Grande do Norte,MOSSORÓ,560,True,False,True,BACHARELADO,Engenharias,FALHOU
F,1995,Branco,Não Informado,NÃO INFORMADO,3500,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Branco,Paraná,CURITIBA,6126,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,2400,True,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1994,Negro,Rio Grande do Norte,MOSSORÓ,2078,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1994,Negro,Rio Grande do Norte,MOSSORÓ,2078,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1992,Pardo,Rio Grande do Norte,LAGOA DE VELHOS,1045,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,FALHOU
M,1992,Pardo,Rio Grande do Norte,LAGOA DE VELHOS,1045,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1992,Pardo,Rio Grande do Norte,LAGOA DE VELHOS,1045,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,8010,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1995,Branco,Rio Grande do Norte,NATAL,2500,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1995,Branco,Rio Grande do Norte,NATAL,2500,True,False,False,BACHARELADO,Engenharias,INDEFERIDO
F,1995,Branco,Rio Grande do Norte,NATAL,2500,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,NATAL,8500,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,NATAL,8500,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1998,Pardo,Alagoas,MACEIÓ,8000,True,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1998,Pardo,Alagoas,MACEIÓ,8000,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Negro,Rio Grande do Norte,NÃO INFORMADO,4500,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,1600,True,False,False,BACHARELADO,Engenharias,INDEFERIDO
F,1995,Pardo,Rio de Janeiro,RIO DE JANEIRO,998,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1993,Pardo,Rio Grande do Norte,NATAL,2536,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,INDEFERIDO
F,1998,Branco,Rio Grande do Norte,NATAL,1800,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,NATAL,900,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1994,Branco,Pará,CARAJAS,6345,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1995,Branco,Rio Grande do Norte,CURRAIS NOVOS,1200,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1995,Branco,Rio Grande do Norte,CURRAIS NOVOS,1200,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,3000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Não Informado,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1997,Não Informado,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Branco,Rio Grande do Norte,NATAL,3399,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Branco,Rio Grande do Norte,NATAL,3399,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1997,Branco,Rio Grande do Norte,NATAL,1200,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1995,Branco,Rio Grande do Norte,NATAL,1400,True,False,False,LICENCIATURA,Ciências Exatas e da Terra,INDEFERIDO
M,1995,Branco,Rio Grande do Norte,NATAL,1400,True,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1993,Pardo,Rio Grande do Norte,NATAL,3521,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1993,Pardo,Rio Grande do Norte,NATAL,3521,False,False,False,BACHARELADO,Engenharias,FALHOU
F,1989,Pardo,Paraíba,PICUÍ,3295,False,True,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1989,Pardo,Paraíba,PICUÍ,3295,True,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1997,Branco,Não Informado,NATAL,1039,False,True,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Branco,Não Informado,NATAL,1039,False,True,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1997,Branco,Não Informado,NATAL,1039,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Branco,Não Informado,NATAL,1039,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1997,Branco,Não Informado,NATAL,1039,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Branco,Não Informado,NATAL,1039,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1970,Pardo,Rio Grande do Norte,NATAL,10000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1991,Branco,Rio Grande do Norte,NATAL,450,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1991,Branco,Rio Grande do Norte,NATAL,450,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1991,Branco,Rio Grande do Norte,NATAL,450,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1991,Branco,Rio Grande do Norte,NATAL,450,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1997,Pardo,Rio Grande do Norte,PARELHAS,2029,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,PARELHAS,2029,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1997,Pardo,Rio Grande do Norte,PARELHAS,2029,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,PARELHAS,2029,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1996,Branco,Rio Grande do Norte,CURRAIS NOVOS,998,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1997,Pardo,Rio Grande do Norte,CAMPO REDONDO,1800,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,CAMPO REDONDO,1800,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1994,Branco,Rio Grande do Norte,MANAUS,800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1996,Pardo,Rio Grande do Norte,JOÃO CÂMARA,1000,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1994,Pardo,Pernambuco,RECIFE,1012,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1994,Pardo,Pernambuco,RECIFE,1012,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1990,Branco,Rio Grande do Norte,SANTANA DO MATOS,5596,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1990,Branco,Rio Grande do Norte,SANTANA DO MATOS,5596,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1995,Negro,Rio Grande do Norte,PARNAMIRIM,1045,True,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
M,1995,Negro,Rio Grande do Norte,PARNAMIRIM,1045,True,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
M,1978,Pardo,Rio Grande do Norte,BREJINHO,3578,True,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
M,1978,Pardo,Rio Grande do Norte,BREJINHO,3578,True,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1995,Branco,Rio Grande do Norte,NATAL,15699,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,NATAL,2866,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1992,Branco,Rio Grande do Norte,GOIANINHA,1200,False,False,False,BACHARELADO,Ciências Biológicas,FALHOU
F,1992,Branco,Rio Grande do Norte,GOIANINHA,1200,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
M,1997,Pardo,Rio Grande do Norte,NATAL,1900,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1995,Pardo,Rio Grande do Norte,NATAL,1398,False,False,False,LICENCIATURA,Ciências Biológicas,INDEFERIDO
F,1996,Branco,Rio Grande do Norte,NATAL,11000,False,False,False,LICENCIATURA,Ciências Biológicas,INDEFERIDO
F,1990,Pardo,Bahia,SALVADOR,700,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,1990,Pardo,Bahia,SALVADOR,700,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,1995,Branco,Rio Grande do Norte,NATAL,2071,True,False,True,BACHARELADO,Ciências Humanas,INDEFERIDO
F,1995,Branco,Rio Grande do Norte,NATAL,2071,True,False,True,BACHARELADO,Ciências Humanas,APROVADO
M,1989,Branco,Minas Gerais,PRATÁPOLIS,2381,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,1989,Branco,Minas Gerais,PRATÁPOLIS,2381,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,1994,Branco,Rio Grande do Norte,MACAÍBA,401,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,1994,Branco,Rio Grande do Norte,MACAÍBA,401,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,1985,Branco,Rio Grande do Norte,NATAL,1900,False,False,False,BACHARELADO,Ciências Biológicas,FALHOU
M,1991,Pardo,Rio Grande do Norte,TANGARÁ,2045,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1993,Branco,Rio Grande do Norte,NATAL,1039,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1993,Pardo,Rio Grande do Norte,CANGUARETAMA,1045,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
M,1993,Pardo,Rio Grande do Norte,CANGUARETAMA,1045,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,1983,Branco,Rio Grande do Norte,NATAL,4000,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
F,1989,Pardo,Rio Grande do Norte,NATAL,2280,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1989,Pardo,Rio Grande do Norte,NATAL,2280,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,1548,False,False,False,LICENCIATURA,Ciências da Saúde,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,998,True,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1996,Pardo,Rio Grande do Norte,NATAL,998,True,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1991,Negro,Rio Grande do Norte,PEDRA GRANDE,989,True,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1991,Negro,Rio Grande do Norte,PEDRA GRANDE,989,True,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1996,Branco,Rio Grande do Norte,CURRAIS NOVOS,1500,True,False,True,BACHARELADO,Ciências da Saúde,APROVADO
